245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"A survey to determine the scope of industrial arts offerings in the seventh and eighth grades of selected school districts in Multnomah County, Oregon."			"Gregory, Francis Joseph."	"M. Ed."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19867843"
"A series of resource units on the conservation of natural resources for the fifth grade level."			"Grinnell, Louis Ramon."	"M. Ed."	"University of Washington"		"890627s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"133 leaves"			"19931244"
"A study of the utilization of equipment in industrial arts woodworking shops in selected public high schools of the state of Washington."			"Grossman, George Charles,1930-"	"M. Ed."	"University of Washington"		"890626s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"74, [1] leaf"			"19924161"
"Evaluation of performance of senior high school teachers."			"Gunderson, Wilfred Edwin,1914-"	"D. Ed."	"University of Washington"		"890626s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"66. [1] leaf"			"19926981"
"An investigation into existing programs for the exceptional science pupil at grades seven, eight and nine in the Pacific Coast States."			"Hansen, Keith Milton."	"M. Ed."	"University of Washington"		"890626s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"94 leaves"			"19924175"
"A pilot study of child behavior during the first month of nursery school attendance and mothers' attitudes."			"Harris, Florence Julia."	"M.A."	"University of Washington"		"890626s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"76 leaves"			"19926262"
"A study of the selection, training, and duties of public school bus drivers in the state of Washington."			"Hatfield, Lewis Carl."	"M. Ed."	"University of Washington"		"890626s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"99 leaves"			"19924149"
"A study of the organization and administration of stagecraft in the first-class high schools in the state of Washington."			"Helgeson, Robert Stanley."	"M. Ed."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"66 leaves"			"19873179"
"A survey of current practices regarding the naming of schools in first-class districts in Washington State,"	"with emphasis upon the historical development of school naming in the Seattle School District."		"Hoerlein, Paul Hampton."	"M.A."	"University of Washington"		"881205s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 74 leaves"			"18841067"
"A survey and analysis of choral reading as used in the elementary grades with special reference to the states of California, Oregon, and Washington."			"Holton, Patricia Margaret."	"M. Ed."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"178 leaves"			"19873084"
"A historical study of elementary and secondary public school education in Everett, Washington."			"Horensky, Clarence Luther."	"M. Ed."	"University of Washington"		"890616s1958\\\\xx\ab\\\\bm\\\000\0\eng\d"	"212 leaves"			"19879668"
"A selective study of academic clubs in the Seattle Public School System as a basis for development of criteria for the purpose of evaluating a school club program."			"Houser, Travis Lee."	"M. Ed."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"105 leaves"			"19873140"
"A study conducted at Brighton School, Seattle, Washington, for the purpose of establishing a closer working relationship between parent and teacher in order to discover more fully the individual needs of the kindergarten child."			"Jorgens, Olive Virginia."	"M. Ed."	"University of Washington"		"890615s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"112 leaves"			"19873338"
"The determination of an effective basis for the establishment of a summer school satisfactory to parents and pupils of the Bellevue, Washington School District for 1958."			"Kahn, Louis."	"M. Ed."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"1 volume (various pagings)"			"19873307"
"The identification and evaluation of selected resource materials suitable for the correlation of science and social studies at the fifth grade level."			"Keeney, Florence Jakes."	"M. Ed."	"University of Washington"		"890531s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"88 leaves"			"19787110"
"An analysis of construction costs for cooperatively financed elementary and secondary schools in the state of Washington from 1952 to 1958."			"Knoell, Fredrick Ernest."	"M. Ed."	"University of Washington"		"890531s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"79 leaves"			"19787138"
"The relationship of scholastic achievement to traffic citations in the Seattle Public Schools."			"Knoll, Mark Matthias."	"M. Ed."	"University of Washington"		"890531s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"62 leaves"			"19787153"
"A survey of the participation of teachers in administrative and teacher selected committees in first and selected second class districts of Washington State."			"Kuhnly, Daniel William."	"M. Ed."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"68 leaves"			"19866620"
"A study of the relationship of pupils' satisfaction or dissatisfaction with their art products to improvement in art."			"Lienard, Marguerite Marie."	"Ph. D."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"89, [1] leaf"			"19866594"
"A follow-up study of non-transfer students of Olympic College."			"Lofgren, Walter Lamont."	"M. Ed."	"University of Washington"		"890711s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"60 leaves"			"19991770"
"A study of the comparison between construction of shorthand outlines according to theory and the accuracy of transcription."			"Lusk, Norman, Malcolm."	"M. Ed."	"University of Washington"		"890711s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"152 leaves"			"19990950"
"A study of the community service programs of the business administration departments of the public community junior colleges in the state of Washington."			"MacGilvra, Donald Everett."	"M. Ed."	"University of Washington"		"890615s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"115 leaves"			"19873399"
"A study of the contribution of twelve variables to the prediction of academic success in five ninth grade subjects."			"Mattick, William Eugene."	"M. Ed."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"85 leaves"			"19873266"
"A study of early school leavers in the Junior-Senior High School of Renton, Washington during the school year ending June, 1954."			"McLeod, Roy Charles."	"M.A."	"University of Washington"		"890615s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"76, [1] leaf"			"19873225"
