245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Antibody buffering :"	"a novel mechanism of drug delivery /"	"Carol E. O'Hear."	"O'Hear, Carol E."	"Ph. D."	"University of Washington"	"2004"	"050531s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 136 leaves :"		"http://hdl.handle.net/1773/5024;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151651"	"60644183"
"Structural studies on the B1 domain of protein L :"	"biophysical affects of single site mutations, 3D-domain swapping, and computational redesign /"	"Jason Charles Walker O'Neill."	"O'Neill, Jason Charles Walker."	"Ph. D."	"University of Washington"	"2001"	"011126s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 112 leaves :"		"http://hdl.handle.net/1773/4990"	"48482681"
"In vitro analysis of cultured Barrett's esophagus cells :"	"insights into mechanisms of genomic instability and possible therapeutic strategies /"	"Maria Corinna Palanca-Wessels."	"Palanca-Wessels, Maria Corinna,1970-"	"Ph. D."	"University of Washington"	"1999"	"000612s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 155 leaves :"		"http://hdl.handle.net/1773/4995;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9952880"	"44390065"
"Establishment of POP-1 asymmetry, a binary code for cell fate decisions in C. elegans /"		"Frederick D. Park."	"Park, Frederick D."	"Ph. D."	"University of Washington"	"2004"	"041207s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 77 pages :"		"http://hdl.handle.net/1773/4992"	"57180781"
"Advancing canine genomics :"	"from map building to population studies /"	"Heidi Gayle Parker."	"Parker, Heidi Gayle."	"Ph. D."	"University of Washington"	"2004"	"050422s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 138 leaves :"		"http://hdl.handle.net/1773/5004;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3139524"	"59283178"
"Promoter-specific restriction of MyoD binding and feed-forward regulation cooperate to produce a multi-staged transcriptional program during skeletal myogenesis /"		"Bennett H. Penn."	"Penn, Bennett H."	"Ph. D."	"University of Washington"	"2004"	"050420s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 94 leaves :"		"http://hdl.handle.net/1773/4993;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3139526"	"59170256"
"Lack of an early S phase delay following DNA cross-linking precedes P53-mediated G2 arrest and apoptosis in fanconi anemia cells /"		"Randall Alan Phelps."	"Phelps, Randall Alan,1970-"	"Ph. D."	"University of Washington"	"1999"	"000418s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 112 leaves :"		"http://hdl.handle.net/1773/5030;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9936462"	"43877502"
"Mechanisms of Hairy-mediated transcriptional repression during Drosophila development /"		"Taryn Marie Phippen."	"Phippen, Taryn Marie."	"Ph. D."	"University of Washington"	"2001"	"020503s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 113 leaves :"		"http://hdl.handle.net/1773/5059;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3022878"	"49717505"
"The analysis of protein-protein interactions with the hairy/E(spl) class of bHLH proteins and the identification of proteins that interact with hairy /"		"by Gretchen Poortinga."	"Poortinga, Gretchen,1970-"	"Ph. D."	"University of Washington"	"1998"	"981217s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 178 leaves :"			"40513743"
"Regulation of cell growth and cell identity by Ras 1 in the developing Drosophila melanogaster wing /"		"by David Aaron Prober."	"Prober, David Aaron."	"Ph. D."	"University of Washington"	"2002"	"021011s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 152 leaves :"		"http://hdl.handle.net/1773/4988"	"50770201"
"Mechanisms of transcription by RNA Polymerase II /"		"by Jeffrey A. Ranish."	"Ranish, Jeffrey A.,1967-"	"Ph. D."	"University of Washington"	"1999"	"991124s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 121 leaves :"		"http://hdl.handle.net/1773/5057;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9924128"	"42885614"
"Diverse functions of yeast co-activators in RNA polymerase II transcription /"		"Wendy Michele Reeves."	"Reeves, Wendy Michele."	"Ph. D."	"University of Washington"	"2004"	"050531s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 88 leaves :"		"http://hdl.handle.net/1773/5058;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151657"	"60641579"
"Timecourse, dynamics, stability, and molecular determinants of fibroblast-traction-mediated collagen patterning /"		"by Ravi Kumar Sawhney."	"Sawhney, Ravi Kumar."	"Ph. D."	"University of Washington"	"2001"	"020927s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 102 leaves :"		"http://hdl.handle.net/1773/5035"	"50685990"
"Evolution and proteins :"	"probing the factors that have shaped the protein structure and folding landscape /"	"Michelle L. Scalley-Kim."	"Scalley-Kim, Michelle L."	"Ph. D."	"University of Washington"	"2003"	"040625s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 87 leaves :"			"55742127"
