245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The relationship of induced muscular tension, tension level and manifest anxiety in learning."			"Lovaas, O. Ivar(Ole Ivar),1927-2010."	"Ph. D."	"University of Washington"		"890710s1958\\\\xx\a\\\\\bmt\\000\0\eng\d"	"99, [1] leaf"		"http://hdl.handle.net/1773/9058;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5901227"	"19984577"
"Dimensional analysis, latent structure, and the problem of patterns,"		"by Clifford Earl Lunneborg, Jr."	"Lunneborg, Clifford E."	"Ph. D."	"University of Washington"		"890710s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"84, [1] leaf"			"19984704"
"The selection of predictors for some evaluations of faculty performance,"		"by Clifford Earl Lunneborg, Jr."	"Lunneborg, Clifford E."	"M.S."	"University of Washington"		"890710s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"1 volume (various pagings)"			"19984471"
"The relative latencies of cardiac and respiratory conditioned responses in rats and the effects of anterior thalamic lesions on such responses."			"McFarland, Willard Leroy,1928-"	"Ph. D."	"University of Washington"		"890803s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"36 leaves"			"20117068"
"Reliability of the object sorting test."			"Meacham, Merle L."	"M.S."	"University of Washington"		"901207s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"15 leaves"			"22807212"
"A correlational study of a level of aspiration test,"	"Edwards' Personal Preference Schedule, and social desirability."		"Mees, Hayden Leroy."	"M.S."	"University of Washington"		"901210s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"38 leaves"			"22833003"
"Preliminary steps in the construction of factor scales for the MMPI."			"Mees, Hayden LeRoy,1927-"	"Ph. D."	"University of Washington"		"910103s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"109, [1] leaf"			"22918684"
"The estimation criterion parameters from a biased sample."			"Meredith, William M.(William Melborne),1929-"	"Ph. D."	"University of Washington"		"901128s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"110, [2] leaves"			"22746816"
"An application of the Edwards personal preference schedule to problems in psychpathology."			"Milam, James Robert,1922-"	"Ph. D."	"University of Washington"		"901129s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"50, [1] leaf"			"22753614"
"The effect of ratio reinforcement and hostility on the verbal conditioning of a hostile verb response class and its generalization to a personality scale."			"Minard, James."	"M.S."	"University of Washington"		"901119s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"48 leaves"			"22714012"
"The relationship between test anxiety and pictorial discrimination."			"Minnich, Robert Eugene."	"M.S."	"University of Washington"		"901207s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"54 leaves"			"22807220"
"An objective approach to a behavioral classification of juvenile delinquents and its relationship to treatment assignment."			"Mueller, Paul F. C.(Paul Frederick Charles),1923-"	"Ph. D."	"University of Washington"		"901211s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"148, [1] leaf"			"22837559"
"The effects of chlorpromazine upon an intermittently reinforced escape response."			"Murray, Alan Keith,1928-"	"Ph. D."	"University of Washington"		"890803s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"42 [1] leaf"			"20117052"
"Response of steelhead trout (Salmo gairdnerii) to continuous, fixed interval and fixed ratio reinforcement schedules."			"Murray, Alan Keith,1928-"	"M.S."	"University of Washington"		"890802s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"21 leaves"			"20113495"
"The effects of individual differences and hostility arousal on the expression of hostility in a verbal conditioning situation."			"O'Donnell, William Francis,1929-"	"Ph. D."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"76, [1] leaf"			"20058478"
"Inter-relationships among anxiety, motivation instructions and difficulty of task."			"Palola, Ernest G."	"M.S."	"University of Washington"		"890620s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"28 leaves"			"19899924"
"A methodological study of some of the behavioral effects of intraperitoneal injection of isotonic glucose solution."			"Pool, Ronald Hughes,1932-"	"M.S."	"University of Washington"		"890616s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"37 leaves"			"19880910"
"The effect of terminal points and related factors in the solution of series reasoning problems"	"an investigation of Bartlett's theory of thinking."		"Posner, Michael I."	"M.S."	"University of Washington"		"890616s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"40 leaves"			"19881004"
"Behavioural observations of the effects of personality needs and leadership in small discussion groups."			"Pournelle, Jerry,1933-2017."	"M.S."	"University of Washington"		"890616s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"45 leaves"			"19881053"
"A comparison of three measures of visual acuity."			"Roudabush, Glenn Earl,1930-"	"M.S."	"University of Washington"		"890524s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"42 leaves"			"19756256"
"Social desirability in schizophrenics reaction to ambiguity and to different sources of conformity pressure."			"Rozynko, Vitali Victor,1928-"	"Ph. D."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"67, [1] leaf"			"19868399"
"Social desirability in the Sentence Completion Test."			"Rozynko, Vitali Victor,1928-"	"M.S."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"28, [1] leaf"			"19867308"
"Group cohesiveness as a factor in locating responsibility for failure."			"Schiebel, Remigius."	"M.S."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"63 leaves"			"19867281"
"An analysis of the stimulus pattern in the fear situation."			"Schmit, Peter William,1927-"	"Ph. D."	"University of Washington"		"890627s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"60, [38] leaves"			"19931911"
"Level of hostility and the conditioning of hostile and nonhostile verbs."			"Schultz, Charles Benjamin."	"M.S."	"University of Washington"		"890627s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"35 leaves"			"19931970"
"The effect of changed context upon serial relearning."			"Sharpley, Robert."	"M.S."	"University of Washington"		"890524s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"54 leaves"			"19756079"
"Methodological study of vasomotor conditioning in human subjects."			"Shmavonian, Barour M.,1927-"	"Ph. D."	"University of Washington"		"890614s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"41, [1] leaf"			"19868676"
"Security motivation and behavior."			"Spitzer, Stephan P."	"M.S."	"University of Washington"		"890614s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"69 leaves"			"19867238"
"An experiment in verbal mediation: generalization between alternative meanings of the same word."			"Stellwagen, William Turner."	"M.S."	"University of Washington"		"890614s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"29, [10] leaves"			"19867355"
"The effect of learning distinctive responses to visual stimuli on the accuracy of their discrimination."			"Stellwagen, William Turner,1928-"	"Ph. D."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"65, [1] leaf"			"19868474"
"Relationship between discriminative and secondary reinforcing stimuli with children."			"Sturges, Persis Thorpe,1921-"	"M.S."	"University of Washington"		"890524s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"59, [1] leaf"			"19756285"
"Use of the Edwards Personal Preference Schedule in establishing personality profiles for three college majors."			"Taylor, Benard Harrison."	"M.S."	"University of Washington"		"890627s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"45 leaves"			"19931178"
"The paradoxical effect of desoxycorticosterone on salt appetite in the normal white rat."			"Taylor, Eugene Mark."	"M.S."	"University of Washington"		"890627s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"36 leaves"			"19931815"
"Social desirability and the MMPI performance of schizophrenics."			"Taylor, James B.(James Bentley),1930-"	"Ph. D."	"University of Washington"		"890627s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"30, [21] leaves"			"19931316"
"The effect of drive upon performance of an operant discrimination."			"Teitelbaum, Herman."	"M.S."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"36 leaves"			"20058368"
"Some immediate consequences of success and failure on perceptual accuracy."			"Thorne, Gaylord Leroy,1932-"	"M.S."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"23 leaves"			"20058347"
"An experimental study of perceptual defense."			"Tjossem, Theodore David,1918-"	"Ph. D."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"260, [6] leaves"			"20058439"
"The effect of pre-imprinting experience on the following response."			"Tolman, Charles Wallace,1935-"	"M.S."	"University of Washington"		"890627s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"20 leaves"			"19932088"
"Effects of verbal and nonverbal discrimination upon subsequent discrimination training in retarded children."			"Vander Veer, Beverly Beers,1936-"	"M.S."	"University of Washington"		"890710s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"34, [1] leaf"			"19984767"
"The effect of anxiety and the introduction of failure early or late on the serial learning of dissyllable words."			"Wahler, Robert Gordon,1936-"	"M.S."	"University of Washington"		"890627s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"23 [3] leaves"			"19932131"
"Social pressure, repression, and cognitive transformation."			"Walker, Gilwee,1928-"	"Ph. D."	"University of Washington"		"890724s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"93, [1] leaf"			"20058511"
"An investigation of sleep produced by cortical stimulation."			"Weinberg, Harold,1933-"	"M.S."	"University of Washington"		"890724s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"71 leaves"			"20058552"
"The effect of rate of intragastric injection of hypertonic fluid upon subsequent eating."			"Wetzel, Mary Christine."	"M.S."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"17 leaves"			"20058401"
"Evidence for taste of sugar as a primary and secondary reinforcement."			"Wetzel, Ralph James."	"M.S."	"University of Washington"		"890724s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"31, [1] leaf"			"20058320"
"The effect of electroconvulsive shock on response flexibility and retention."			"Williams, Louis Nathaniel,1929-"	"Ph. D."	"University of Washington"		"890627s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"79, [1] leaf"			"19931862"
"A method for children to evaluate parental combinations in terms of authority and love."			"Williams, Walter Charles,1915-"	"Ph. D."	"University of Washington"		"890627s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"70, [1] leaf"			"19931133"
"Relations between normative and ipsative measures of personality."			"Wright, Calvin Edward,1928-"	"Ph. D."	"University of Washington"		"890710s1957\\\\xx\a\\\\\bmt\\000\0\eng\d"	"1 volume (various pagings)"		"http://hdl.handle.net/1773/9116;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5801101"	"19984509"
"Effects of prenatal maternal anxiety on offspring behavior."			"Young, Richard David."	"M.S."	"University of Washington"		"890710s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"26 leaves"			"19984843"
"The effect of early feeding deprivation upon later preference, in the rat, for proximity to food pellets."			"Atkinson, Gilbert."	"M.S."	"University of Washington"		"890621s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"31 leaves"			"19904275"
"The effects of intragastric tubing upon the lateral hypothalamic syndrome."			"Barnard, Philip Gordon,1938-"	"M.S."	"University of Washington"		"890621s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"33 leaves"			"19904323"
"Effect of punishment in an insoluble task on subsequent discrimination."			"Bloxom, Bruce McArthur,1938-"	"M.S."	"University of Washington"	"1962"	"960711s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"26 leaves"			"35059321"
"An experimental study of the sentence."			"Blumenthal, Arthur LeRoy,1936-"	"Ph. D."	"University of Washington"		"890614s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"62 leaves"			"19868106"
"Measurement of the autokinetic illusion."			"Blumenthal, Arthur LeRoy,1936-"	"M.S."	"University of Washington"		"890614s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"29 leaves"			"19867191"
"Intra-individual factor analyses with rotation to maximum similarity."			"Burk, Harold William,1916-"	"Ph. D."	"University of Washington"		"890731s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"241 leaves"			"20100611"
"A study of reduced rank models for multiple prediction."			"Burket, George Rodier,1934-"	"Ph. D."	"University of Washington"		"890802s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"92 leaves"			"20113916"
"The behavior of developmentally retarded children as a function of loss of reinforcement to a peer."			"Carlson, Gordon John,1924-"	"Ph. D."	"University of Washington"		"890606s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"83 leaves"			"19822074"
"The strength of the following response in the chick in relation to the degree of ""parent"" contact,"		"by Thomas Bernard Collins, Jr."	"Collins, Thomas Bernard,1929-"	"M.S."	"University of Washington"		"890621s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"18 leaves"			"19904488"
"The reinforcing function of the imprinted stimulus."			"Cornell, James Morris,1937-"	"M.S."	"University of Washington"		"890621s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"24 leaves"			"19904392"
"The relationship between the discriminative and reinforcing functions of a stimulus."			"Cornell, James Morris,1937-"	"Ph. D."	"University of Washington"		"890621s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"35 leaves"			"19902835"
"The measurement of unwarranted self-evaluative behavior."			"Cottrell, Nickolas Balfe,1937-"	"Ph. D."	"University of Washington"		"890621s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"99 leaves"			"19903086"
"The effect of certain stimulus characteristics upon quantitative inductive judgments,"		"by Jack Jay Crawford, Jr."	"Crawford, Jack Jay,1922-"	"Ph. D."	"University of Washington"		"890621s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"75 leaves"			"19903116"
"An empirical investigation of the effects of varying initial rates of true responses on subsequent rates."			"Crowder, Patricia Ann,1921-"	"M.S."	"University of Washington"		"890711s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"18 leaves"			"19989449"
"Discriminative and reversal learning in developmentally retarded school children."			"Crowell, Fred Andrew."	"M.S."	"University of Washington"		"890711s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"33 leaves"			"19989461"
"Test anxiety and social desirability in relation to scholastic and personality variables."			"Denzler, Lorraine S."	"M.S."	"University of Washington"		"890531s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"41 leaves"			"19789823"
"Some effects of iproniazid on the behavior of normal and sleep-deprived rats."			"Devery, William James,1933-"	"Ph. D."	"University of Washington"		"890531s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"67 leaves"			"19789864"
"The use of heart rate as a measure of pain threshold."			"Devery, William James,1933-"	"M.S."	"University of Washington"		"890531s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"26 leaves"			"19789658"
