245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Characterization of glutathione S-transferase in human mononuclear leukocytes toward the epoxides of aflatoxin B₁, benzo(a)pyrene, trans-stilbene, and p-nitrostyrene /"		"by Julia A. Richards."	"Richards, Julia A."	"M.S."	"University of Washington"	"1990"	"901001s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 76 leaves :"			"22456864"
"A comparison of the effects of crossdrafts on the exposure factors of an enclosing hood and a capturing hood /"		"by Cynthia L. Rogers."	"Rogers, Cynthia L."	"M.S."	"University of Washington"	"1992"	"921217s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 45 leaves :"			"27136866"
"Occupational exposure assessment of laboratory workers to acrylamide monomer /"		"by Cheryl E. Rohwein."	"Rohwein, Cheryl E."	"M.S."	"University of Washington"	"1991"	"920313s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 160 leaves :"			"25473829"
"Evaluation of the fish Oreochromis mossambicus in carcinogenicity testing /"		"by Christopher Norman Skilton."	"Skilton, Christopher Norman."	"M.S."	"University of Washington"	"1990"	"910821s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 53 leaves :"			"24268053"
"Mechanisms of arsenic-induced porphyria /"		"by Michelle R. Southern."	"Southern, Michelle R."	"M.S."	"University of Washington"	"1988"	"890907s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 72 leaves :"			"20311730"
"Respiratory effects in young adult asthmatics from the inhalation of hydrogen chloride /"		"by Barry A. Stevens."	"Stevens, Barry A."	"M.S."	"University of Washington"	"1991"	"920109s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 58 leaves :"			"25071920"
"A case-control study of multiple chemical sensitivity syndrome (MCS) :"	"results of immunologic testing /"	"by Henry Stockbridge."	"Stockbridge, Henry."	"M.P.H."	"University of Washington"	"1992"	"930329s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 31 leaves :"			"27819891"
"A comparison of hazardous waste leaching tests applied to copper reverbatory slag /"		"by Mary Lou Sullivan."	"Sullivan, Mary Lou."	"M.S."	"University of Washington"	"1988"	"890925s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"				"20388214"
"Expression of differentiated characteristics in rodent embryo central nervous system cell cultures :"	"effects of chemical exposure /"	"by Carol Sweeney."	"Sweeney, Carol,1959-"	"M.S."	"University of Washington"	"1990"	"901108s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 60 leaves :"			"22653469"
"Genetic polymorphisms and developmental expression of human microsomal epoxide hydrolase /"		"by Lonie Swenson."	"Swenson, Lonie."	"M.S."	"University of Washington"	"1989"	"900719s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 66 leaves :"			"22099541"
"Accident experience at the Seattle Department of Engineering /"		"by Rudolph V. Tacoronti."	"Tacoronti, Rudolph V."	"M.P.H."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 62 leaves :"			"22172190"
"Teratogenic effects of retinoic acid in an in vitro rat embryo culture system /"		"by Trudy Eckblad Thomas."	"Thomas, Trudy Eckblad."	"M.S."	"University of Washington"	"1990"	"910924s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 97 leaves :"			"24446436"
