245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Hybrid zone movement in a pair of songbirds offers windows into speciation and extinction processes /"		"Meade B. Krosby."	"Krosby, Meade B."	"Ph. D."	"University of Washington"	"2009"	"090818s2009\\\\xx\ab\\\\bm\\\000\0\eng\c"	"vii, 60 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3356613"	"431053761"
"Rapid evolution in toxic phytoplankton populations /"		"Michael B. Lakeman."	"Lakeman, Michael B.,1974-"	"Ph. D."	"University of Washington"	"2010"	"110426s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 141 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3431599"	"714965644"
"The what, when & how of seedling growth regulation /"		"Jodi Lorraine Stewart Lilley."	"Lilley, Jodi Lorraine Stewart."	"Ph. D."	"University of Washington"	"2013"	"140407s2013\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (110 pages) :"	"Nemhauser, Jennifer L.,degree supervisor."	"http://hdl.handle.net/1773/22777;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3563072"	"875945967"
"The circadian regulation of glucocorticoid release in rodents /"		"Travis Lilley."	"Lilley, Travis,author."	"Ph. D."	"University of Washington"	"2012"	"130723s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (60 pages) :"	"De la Iglesia, Horacio,1966-thesis advisor."	"http://hdl.handle.net/1773/21735;http://gradworks.umi.com/35/42/3542358.html;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3542358"	"853575517"
"The systematics and evolution of Lantaneae (Verbenaceae), a molecular phylogenetic approach /"		"Patricia Lu-Irving."	"Lu-Irving, Patricia,author."	"Ph. D."	"University of Washington"	"2013."	"140418s2013\\\\waua\\\\obm\\s000\0\eng\d"	"1 online resource (143 pages) :"	"Olmstead, Richard G.,degree supervisor."	"http://hdl.handle.net/1773/23351"	"877186901"
"The evolution and composition of RNA polymerase IV in plants /"		"Jie Luo."	"Luo, Jie,1973-"	"Ph. D."	"University of Washington"	"2006"	"061213s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 124 leaves :"		"http://hdl.handle.net/1773/5190;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3224252"	"76964432"
"How the chili got its spice :"	"ecological and evolutionary interactions between fungal fruit pathogens and wild chilies /"	"Noelle J. Machnicki."	"Machnicki, Noelle J.,author."	"Ph. D."	"University of Washington"	"2013."	"140624t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (92 pages) :"	"Tewksbury, Joshua J.,degree supervisor."	"http://hdl.handle.net/1773/24300"	"881687915"
"Roles of the Rho1 small GTPase during development in Drosophila melanogaster /"		"Craig Robert Magie."	"Magie, Craig Robert."	"Ph. D."	"University of Washington"	"2004"	"050106s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 164 leaves :"		"http://hdl.handle.net/1773/5261;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3131191"	"57378048"
"The evolutionary implications of alternative larval development in ascidians /"		"Max E. Maliska."	"Maliska, Max E.,author."	"Ph. D."	"University of Washington"	"2013."	"140418t20132013wauab\\\obm\\\000\0\eng\d"	"1 online resource (vi, 63 pages) :"	"Swalla, Billie J.,degree supervisor.http://www.wikidata.org/entity/Q67384722"	"http://hdl.handle.net/1773/23352"	"877190023"
"Seabird management in the Columbia River Basin :"	"Caspian tern interactions with endangered juvenile salmonids /"	"Christina J. Maranto."	"Maranto, Christina Josephine."	"Ph. D."	"University of Washington"	"2009"	"101206s2009\\\\xx\ab\\\\bm\\\000\0\eng\c"	"i, 169 leaves :"			"690058377"
