245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Motor coach design."			"Pohl, Russell Albert."	"B.S. in M.E."	"University of Washington"		"080520s1934\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 24 leaves"			"228409888"
"Feasibility of a jet-stirred reactor for evaluating replacements for Halon fire retardants /"		"Jon Cybulski."	"Cybulski, Jon."	"M.S.M.E."	"University of Washington"	"1994"	"950426s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 53 leaves :"			"32373253"
"Long-term durability of polymeric composites :"	"residual strength study /"	"Andrew W. Delaney."	"Delaney, Andrew W."	"M.S.M.E."	"University of Washington"	"1995"	"950804s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 164 leaves :"			"32919679"
"A computer model of the performance and emissions of lean burn natural gas spark ignition engines /"		"Marat Denuski."	"Denuski, Marat."	"M.S.M.E."	"University of Washington"	"1995"	"960730s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 99 leaves :"			"35164873"
"Machining silicon nitride with a Nd:YAG laser /"		"by Cathlene M. Durand."	"Durand, Cathlene M."	"M.S.M.E."	"University of Washington"	"1994"	"941117s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 156 leaves :"			"31475850"
"Assessment of design for assembly methods /"		"Leslie Kathleen English."	"English, Leslie Kathleen."	"M.S.M.E."	"University of Washington"	"1995"	"950804s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 83 leaves :"			"32920161"
"Implicit swept solids /"		"by Mark T. Ensz."	"Ensz, Mark T.,1970-"	"M.S.M.E."	"University of Washington"	"1994"	"941122s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 123 leaves :"			"31501927"
"Flexural rigidity (EI) profile measurement for snow skis and snowboards /"		"James P. Flaharty."	"Flaharty, James P."	"M.S.M.E."	"University of Washington"	"1995"	"960808s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 139 leaves :"			"35211783"
"The effects of ultrasonic machining on silicon nitride /"		"Miguel L. Gahan."	"Gahan, Miguel L."	"M.S.M.E."	"University of Washington"	"1994"	"950508s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 124 leaves :"			"32436090"
"Residential energy use predictions using patterned behavioral information /"		"Lisa Mummery Gartland."	"Gartland, Lisa Mummery."	"Ph. D."	"University of Washington"	"1995"	"951120s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 184 leaves (some folded) :"			"33599509"
"Energy consumption patterns in the paper and paperboard industries /"		"by Luis B. Giraldo."	"Giraldo, Luis B."	"M.S.M.E."	"University of Washington"	"1994"	"950321s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 123 leaves :"			"32178822"
"Feature based aerodynamic drag coefficient metamodel /"		"Leonard Guan."	"Guan, Leonard."	"M.S.M.E."	"University of Washington"	"1995"	"951120s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 177 leaves :"			"33599667"
"Effect of moisture upon the coefficient of transmission of heat in wall construction."			"Ramstedt, Julius Axel."	"B.S. in M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"23 leaves"			"228409007"
"New method of investigating the performance of bearing materials."			"Reaser, Wilbur Wilson."	"B.S. in M.E."	"University of Washington"		"080520s1935\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 21 leaves"			"228409675"
"Testing and rating of direct-expansion unit coolers."			"Sainsbury, George Forrest."	"B.S. in M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"50 leaves"			"228409762"
"Relative load carrying capacity of several lubricating oils."			"Sandell, Ivan John."	"B.S. in M.E."	"University of Washington"		"080520s1934\\\\xx\\\\\\\m\\\\000\0\eng\d"	"21 leaves"			"228409652"
"Miniature steam power plant."			"Savage, Thomas Lee."	"B.S.M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 28 leaves"			"228409368"
"Photoelstic and theoretical stress analysis of centrally loaded disks."			"Shumm, Wiley Alvin."	"B.S.M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"42 leaves"			"228409345"
"Survey of steam power in Seattle."			"Smith, Moreton Anson."	"B.S.M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"13 leaves"			"228409366"
"Thermal problems in the mechanical design of steam turbines /"		"by Ronald Bromley Smith."	"Smith, Ronald Bromley."		"University of Washington"	"1933"	"080905s1933\\\\xx\a\\\\\m\\\\000\0\eng\d"	"63 leaves :"			"245546002"
