245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Quantitative analysis of the activity of neurons in the accessory oculomotor nuclei and the mesencephalic reticular formation of alert monkeys in relation to vertical eye movements induced by visual and vestibular stimulation."			"King, William Michael."	"Ph. D."	"University of Washington"		"890515s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"113 leaves"			"19704626"
"Isometric tension response of ""skinned"" rabbit soleus muscle fibers to nucleoside triphosphates in the absence of calcium,"	"effects of [Mg²], pH, and [K]."		"Krasner, Brian Harry."	"Ph. D."	"University of Washington"		"890515s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"150 leaves"			"19704721"
"Cellular patterns in the superior colliculus of the rat"	"a Golgi study."		"Langer, Thomas Paul."	"M.S."	"University of Washington"		"890601s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"114 leaves"			"19792816"
"Inhibition of skeletal muscle protein degradation by chloroquine and leupeptin :"	"in incubated intact extensor digitorum longus and soleus muscles from fed, fasted, and diabetic rates. Interactions with insulin in Vitro /"	"by John William Leidy, Jr."	"Leidy, John William."		"University of Washington"		"791030s1979\\\\xx\f\\\\\bm\\\000\0\eng\d"	"vii, 95 leaves, 7 unnumbered leaves of plates "			"5625062"
"Ion permeation through acetylcholine-activated channels at the frog neuromuscular junction."			"Lewis, Carol Ann."	"Ph. D."	"University of Washington"		"890518s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"76 leaves"			"19726278"
"A comparison of the awake baboon's ventilatory response to systematically administered and inhaled CO₂."			"Lewis, Steven Mark."	"Ph. D."	"University of Washington"		"890518s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"125 leaves"			"19726220"
"Responses of flocculus purkinje cells and mossy fibers during smooth eye movements evoked by visual and vestibular stimuli in behaving monkey."			"Lisberger, Stephen Gates."	"Ph. D."	"University of Washington"		"890518s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"164 leaves"			"19726236"
"The relationship of MgATP to force generation in striated muscle."			"Magid, Alan David."	"Ph. D."	"University of Washington"		"890522s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19746805"
"An analysis of facilitation of end-plate potentials at the frog neuromuscular junction."			"Magleby, Karl Le Grande,1943-"	"Ph. D."	"University of Washington"		"890522s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"81 leaves"			"19746573"
"The effects of an experimental acoustic tumor on stapedius reflex activity in the monkey,"		"by Charles Adley Mangham, Jr."	"Mangham, Charles Adley."	"M.S."	"University of Washington"		"890518s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"104 leaves"			"19726260"
"Effect of isolation rearing on the heart rate response to sound in monkeys."			"Martin, Robert Eugene,1944-"	"M.S."	"University of Washington"		"890522s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"35 leaves"			"19746714"
"Voltage clamp analysis of slowly changing membrane currents in Rana catesbiana atrial trabecula."			"Maughan, David Wayne,1941-"	"Ph. D."	"University of Washington"		"900905s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"188 leaves"			"22333021"
"Calcium and phosphate transport across the isolated intestine of the rat."			"McKenney, Joel Ray,1934-"	"Ph. D."	"University of Washington"		"890530s1965\\\\xx\a\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19781849"
"Electrophysiological study of cells in the dentate and interpositus nuclei of the cat."			"McLeod, Dorothy Louise,1925."	"Ph. D."	"University of Washington"		"890522s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"296 leaves"			"19746491"
"Population and modality characteristics of neurons in the coronal cortex of cats."			"Morse, Russell Wright,1934-"	"Ph. D."	"University of Washington"		"900823s1964\\\\xx\a\\\\\bm\\\000\0\eng\d"	"71 leaves"			"22265836"
"The effect of localized hypothermia on cerebral cortex."			"Moseley, John Innis."	"M.S."	"University of Washington"		"890605s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"34 leaves"			"19815677"
"Single unit study of precruciate cortex of the cat."			"Nyquist, Judith Kay,1941-"	"Ph. D."	"University of Washington"		"890818s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"150 leaves"			"20212631"
"Intensity functions of cortical auditory neurons in the awake monkey."			"O'Connor, Thomas Arthur."	"Ph. D."	"University of Washington"		"890818s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"103 leaves"			"20213094"
"Voltage clamp experiments in normal and denervated mammalian skeletal muscle fibers /"		"by Pamela Ann Pappone."	"Pappone, Pamela Ann."		"University of Washington"		"800327s1979\\\\xx\af\\\\bm\\\000\0\eng\d"	"v, 93 leaves, 17 unnumbered leaves of plates :"			"6133883"
"The tonotopic organization and discharge characteristics of medial geniculate cells in the cat."			"Parkin, James Lamar."	"M.S."	"University of Washington"		"890615s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"80 leaves"			"19873016"
"A mechanism for spike frequency adaptation,"		"by Lloyd Donald Partridge, Jr."	"Partridge, Lloyd Donald."	"Ph. D."	"University of Washington"		"890601s1973\\\\xx\a\\\\\bm\\\000\0\eng\d"	"59 leaves"			"19792857"
"Control of hindlimb blood flow and heart rate in the heat-stressed baboon."			"Proppe, Duane Wesley."	"Ph. D."	"University of Washington"		"890615s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"140 leaves"			"19872963"
"Right and left ventricular myocardial contractility during exercise and emotional conditioning in the non-human primate."			"Randall, David Clark,1945-"	"Ph. D."	"University of Washington"		"890516s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"177 leaves"			"19713670"
"Electrophysiology of the external cuneate nucleus in the cat."			"Raush, Jeanne Marie,1937-"	"Ph. D."	"University of Washington"		"890516s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"146 leaves"			"19713614"
"Dermatomes and innervation density in the cat's tail."			"Reid, Kenneth Howard,1935-"	"Ph. D."	"University of Washington"		"890615s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"157 leaves"			"19872916"
"Ionic selectivity of nystatin pores in black lipid membranes."			"Ridaura, Rosalia."	"Ph. D."	"University of Washington"		"890615s1973\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95 leaves"			"19872809"
"PH dependence of calcium-activated tension of skinned skeletal muscle fibers."			"Robertson, Steven Paul."	"Ph. D."	"University of Washington"		"890615s1977\\\\xx\a\\\\\bm\\\000\0\eng\d"	"106 leaves"			"19872880"
