245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"A comparison of Marlowe's tragical history of Doctor Faustaus and Byron's Manfred ..."			"Brown, Esther."	"M.A."	"University of Washington"		"890609s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"78 leaves"			"19839950"
"A critical analysis of Falstaffian criticism ..."			"Bungay, Ellen Louise."	"M.A."	"University of Washington"		"890623s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"79 leaves"			"19915655"
"Antony and Cleopatra in the dramatic literature of England ..."			"Burns, Anna Ellen."	"M.A."	"University of Washington"		"890623s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"95 leaves"			"19915694"
"Emerson's judgments on English literature and the principles which underlay them ..."			"Burns, Harry Hamilton."	"Ph. D."	"University of Washington"		"890623s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"189 leaves, 1 leaf"			"19917242"
"The influence of European travel on Hawthorne ..."			"Carter, Nellie Cordelia."	"M.A."	"University of Washington"		"890623s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 63 leaves"			"19916143"
"A translation of Madeleine Cazamian's Le roman et les idees en Angleterre:"	"L'influence de la science (1860-1890),"	"by Jack McGilvrey ..."	"Cazamian, Madeleine L. Clédat."	"M.A."	"University of Washington"		"890623s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"2 volumes"	"Maki, John M.(John McGilvrey),1909-"		"19915589"
"American factual voyage narratives, 1815-1860 ..."			"Cederstrom, Moyle Francis,1902-"	"Ph. D."	"University of Washington"		"890623s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"255 leaves, 1 leaf"			"19917209"
"A study of the unique Middle English translation of the De regimine principum of Aegidius Romanus (Ms. Digby 233) ..."			"Childs, Herbert E.(Herbert Ellsworth)"	"Ph. D."	"University of Washington"		"890823s1932\\\\xx\ad\\\\bm\\\000\0\eng\d"	"2 volumes"			"20235265"
"A learned lady of the English renaissance: the Countess of Pembroke ..."			"Culver, Leona."	"M.A."	"University of Washington"		"890802s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"53 leaves"			"20111683"
"Shelley the reformer ..."			"Daquigan, Simeon Garaza."	"M.A."	"University of Washington"		"890609s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"134 leaves"			"19840692"
"Astrology in the poems of Edmund Spenser ..."			"DeLacy, Hugh,1910-1986."	"M.A."	"University of Washington"		"890801s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"83 leaves"			"20108682"
"A study of aphorisms in the poetry of Edmund Spenser ..."			"Dressler, Graham McFarland."	"D. Phil."	"University of Washington"		"890609s1936\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 136 leaves"			"19840354"
"Emerson's views of the westward movement and its effect on New England ..."			"Dudley, Thais Estelle."	"M.A."	"University of Washington"		"890612s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44 leaves"			"19853102"
"Ruskin's conception of education ..."			"Dunagan, Dessie May."	"M.A."	"University of Washington"		"890607s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"81 leaves"			"19828815"
"Elements of impressionism and naturalism in the work of Stephen Crane ..."			"Durney, Ruth."	"M.A."	"University of Washington"		"890802s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 113 leaves"			"20111673"
"The background and development of George Meredith's ethics ..."			"Fletcher, James Vertner,1908-"	"D. Phil."	"University of Washington"		"890609s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"223 leaves"			"19840708"
"The utopias of Shelley, and the philosophy influencing the conception of each ..."			"Gendelmeyer, Clarice Ruth."	"M.A."	"University of Washington"		"890623s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"89 leaves"			"19916037"
"The politics of Edward Hyde, Earl of Clarendon ..."			"Greaves, Frederick John."	"M.A."	"University of Washington"		"890622s1933\\\\xx\ac\\\\bm\\\000\0\eng\d"	"71 leaves"			"19909263"
"Joaquin Miller in Oregon - 1852-1854 and 1857-1870 ... /"		"by Mary Margaret Haight."	"Haight, Margaret Mary."	"M.A."	"University of Washington"		"171121s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"96 pages "	"Richards, John S.(John Stewart),1892-1979."		"1012495051"
"Oaths and swearing in Chaucer's writings ..."			"Hall, Vesper Trevor."	"M.A."	"University of Washington"		"890706s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"79 leaves"			"19965607"
"Politics in the American drama ..."			"Hill, Naomi Herren."	"M.A."	"University of Washington"		"890609s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"159 leaves"			"19840468"
"An introduction to Richard Baxter's A holy commonwealth."			"Jaeger, Julius Peter,1886-"		"University of Washington"	"1935"	"871119s1935\\\\xx\\\\\\\m\\\\000\0\eng\d"	"420 pages"			"17002548"
"Contributions of the transcendental group to the educational theory in the United States ..."			"James, Myrle."	"M.A."	"University of Washington"		"890728s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"60 leaves"			"20082211"
"Emerson's theory of compensation ..."			"Jewett, Ida Clara."	"M.A."	"University of Washington"		"890612s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"93 leaves"			"19852155"
"Certain English literary conceptions of Satan prior to Milton ..."			"Johnson, Margaret Page."	"M.A."	"University of Washington"		"890609s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19840201"
"Emerson's style in theory and practice ..."			"Judd, Margaret Monica."	"M.A."	"University of Washington"		"890612s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"120 leaves, 1 leaf"			"19850816"
