245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Thermoluminescent mechanisms in calcium sulfate doped with dysprosium /"		"by Robert James Matthews."	"Matthews, Robert James."	"Ph. D."	"University of Washington"	"1981"	"810724s1981\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 123 leaves :"			"7611200"
"An epidemiological study of nosocomial infections attributed to Acinetobacter calcoaceticus (Herellea vaginocola) featuring a bacteriocin typing system."			"McArthur, Barbara Jean Martin."	"Ph. D."	"University of Washington"		"890602s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"171 leaves"			"19804753"
"Some characteristics of conversational behavior among people in a natural setting."			"Meighan, Michael John."	"Ph. D."	"University of Washington"		"890517s1974\\\\xx\a\\\\\bm\\\000\0\eng\d"	"114 leaves"			"19717550"
"Economic policy in the Soviet Far East, 1965-1980 :"	"one aspect of Soviet economic relations in the Asia Pacific region /"	"by Elisa B. Miller."	"Miller, Elisa B."	"Ph. D."	"University of Washington"	"1986"	"870327s1986\\\\xx\b\\\\\bm\\\000\0\eng\d"	"vii, 216 leaves :"			"15384356"
"Clinical and organizational impact of multiple changes in critical care :"	"a case study /"	"by Pamela Holsclaw Mitchell."	"Mitchell, Pamela Holsclaw,1940-"	"Ph. D."	"University of Washington"	"1991"	"920129s1991\\\\xx\a\\\\\bmt\\000\0\eng\d"	"vii, 136 leaves :"		"http://hdl.handle.net/1773/10317;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9131683"	"25182782"
"Effects of methylmercury on testicular function in Macaca fascicularis monkeys /"		"by Mostafa Kamal El-Din Mohamed."	"Mohamed, Mostafa Kamal El-Din."	"Ph. D."	"University of Washington"	"1986"	"861022s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"76 leaves, 20 unnumbered leaves of plates :"			"14482756"
"Species and diet related resistance to chemical carcinogens :"	"biochemical mechanisms of aflatoxin B₁ detoxification /"	"by David H. Monroe."	"Monroe, David H."	"Ph. D."	"University of Washington"	"1988"	"880701s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 85 leaves :"			"18162130"
"Thermoluminescent mechanisms of gamma-irradiated calcium sulfate doped with dysprosium /"		"by Mark Dale Morgan."	"Morgan, Mark Dale."	"Ph. D."	"University of Washington"	"1986"	"861022s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 250 leaves :"			"14482946"
"A systems study of natural resource development on the Quinault Indian Reservation /"		"by Gary Seiji Morishima."	"Morishima, Gary Seiji."		"University of Washington"		"791011s1979\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 286 leaves :"			"5515316"
"In vivo studies of local and systemic immune reactions to tumors /"		"by James Joseph Mulé."	"Mulé, James Joseph."	"Ph. D."	"University of Washington"	"1981"	"810810s1981\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 99 leaves, 5 unnumbered leaves of plates :"			"7654977"
"Late quaternary environments of the western Arctic Slope, Alaska /"		"by Robert Edward Nelson."	"Nelson, Robert Edward."	"Ph. D."	"University of Washington"	"1982"	"821004s1982\\\\xx\abdf\\bm\\\000\0\eng\d"	"iv, 146 leaves, 11 unnumbered leaves of plates :"			"8828983"
"Carbohydrates of human fibronectins and their transformation-dependent alterations /"		"by Everett Junior Nichols."	"Nichols, Everett Junior."	"Ph. D."	"University of Washington"	"1986"	"861022s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 125 leaves, 16 unnumbered leaves of plates :"			"14473457"
"Foundations of cognitive objectivity /"		"by Wilma Lorrene Nicolai."	"Nicolai, Wilma Lorrene."	"Ph. D."	"University of Washington"	"1986"	"860624s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"94 leaves "			"13771353"
"Functional and antigenic aspects of fimbriae of Neisseria gonorrhoeae as correlated with structure /"		"by William Alexander Pearce."	"Pearce, William Alexander."	"Ph. D."	"University of Washington"	"1981"	"820303s1981\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 173 leaves :"			"8207947"
