245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"REDD+ issues influence in Indonesia's regulatory process"		"Linda Yanti Sulistiawati."	"Sulistiawati, Linda Yanti,author."	"Ph. D."	"University of Washington"	"2013."	"140422t20132013waua\\\\od\\\\000\0\eng\d"	"1 online resource (xiv, 197 pages) :"	"Eddy, Jonathan A.,degree supervisor."	"http://hdl.handle.net/1773/23375"	"877888805"
"Comparative study of patent claim interpretation in the United States, Federal Republic of Germany, and Japan /"		"by Toshiko Takenaka."	"Takenaka, Toshiko."	"Ph. D."	"University of Washington"	"1992"	"930317s1992\\\\xx\a\\\\\bmt\\000\0\eng\d"	"x, 572 leaves :"		"http://hdl.handle.net/1773/9623"	"27751182"
"Compensation for economic loss following an oil spill incident :"	"building a new framework for Thailand /"	"Tidarat Sinlapariromsuk."	"Tidarat Sinlapapiromsuk,author."	"Ph. D."	"University of Washington"	"2017"	"171012t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (220 pages) :"	"Zang, Dongsheng(Law professor),degree supervisor."	"http://hdl.handle.net/1773/40223"	"1005935557"
"The struggle over land rights :"	"a study of indigenous property rights in Indonesia /"	"Kurnia Toha."	"Toha, Kurnia,1961-"	"Ph. D."	"University of Washington"	"2007"	"080707s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"	"xv, 405 leaves "		"http://hdl.handle.net/1773/9627"	"233539179"
"Principles of aboriginal title and self-determination :"	"legal justification for indigenous self-government in Taiwan /"	"Chih-Wei Tsai."	"Tsai, Chih-Wei."	"Ph. D."	"University of Washington"	"2007"	"071023s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 400 leaves :"			"176063611"
"Indonesian drug policy and patent regulation after the TRIPS Agreement :"	"better access to essential medicines? /"	"Tomi Suryo Utomo."	"Utomo, Tomi Suryo,1969-"	"Ph. D."	"University of Washington"	"2007"	"070626s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvi, 339 leaves :"			"145565015"
"Legal reform in Taiwan under Japanese colonial rule (1895-1945) :"	"the reception of western law /"	"by Tay-sheng Wang."	"Wang, Taisheng."	"Ph. D."	"University of Washington"	"1992"	"930621s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ix, 472 leaves "			"28305827"
"Global trade governance and ASEAN :"	"studies of trade-related aspects of labor, environment and culture in Southeast Asia /"	"Watcharachai Jirajindakul."	"Watcharachai Jirajindakul,author."	"Ph. D."	"University of Washington"	"2016"	"161116t20162016waua\\\\obm\\s000\0\eng\d"	"1 online resource (xiii, 250 pages) :"	"Zang, Dongsheng(Law professor),degree supervisor."	"http://hdl.handle.net/1773/37167"	"962767098"
"Applying official language plus from the perspectives of linguistic human rights and multiculturalism in Taiwan /"		"Hsin-Yang Wu."	"Wu, Hsin-Yang."	"Ph. D."	"University of Washington"	"2012"	"121218s2012\\\\xx\\\\\\obm\\\000\0\eng\d"	"1 online resource (vi, 275 pages)"	"Taylor, Veronica L.,degree supervisor."	"http://hdl.handle.net/1773/20766;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3521631"	"821921069"
"The economic regulation of ocean liner shipping in a newly industrializing country :"	"a survey of alternative regulatory modes and policy considerations concerning Taiwan's liner industry /"	"by Yeong-Chyan Wu."	"Wu, Yeong-Chyan,1953-"	"Ph. D."	"University of Washington"	"1988"	"890222s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 440 leaves :"		"http://hdl.handle.net/1773/9628;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8826433"	"19250234"
"Japanese spirit and Western utility :"	"a comparative study of Japanese conflicts jurisprudence /"	"by Namyoung Yoo."	"Yoo, Namyoung."	"Ph. D."	"University of Washington"	"1999"	"000524s1999\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 455 leaves "		"http://hdl.handle.net/1773/9618;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9952910"	"44115903"
"Administrative model v. adjudication model :"	"the impact of administrative detention in the criminal process of the People's Republic of China /"	"Ping Yu."	"Yu, Ping,1963-"	"Ph. D."	"University of Washington"	"2006"	"070215s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"	"viii, 233 leaves "		"http://hdl.handle.net/1773/9621;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3224316"	"83772717"
"Law and political authority :"	"a study on the rule of law in Korea /"	"by Dae-Kyu Yoon."	"Yun, Tae-gyu."	"Ph. D."	"University of Washington"	"1987"	"871211s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"xii, 353 leaves "			"17223179"
