245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The isolation of the C chain of [alpha]-chymotrypsin."			"Richmond, Virginia Leota."	"Ph. D."	"University of Washington"		"890610s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"172 leaves"			"19844661"
"Activation of muscle phosphorylase b kinase and its reversal."			"Riley, W. Dixon,1938-"	"Ph. D."	"University of Washington"		"890610s1966\\\\xx\a\\\\\bm\\\000\0\eng\d"	"141 leaves"			"19844679"
"Some aspects of lecithin metabolism in the liver ..."			"Rodbell, Martin,1925-1998."	"Ph. D."	"University of Washington"		"890610s1954\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 100 leaves"			"19844620"
"Studies on enzymes of purine metabolism ..."			"Roush, Allan Herbert,1918-"	"Ph. D."	"University of Washington"		"890531s1951\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 128 leaves"			"19788188"
"Studies on carboxypeptidase."			"Rupley, John Allen,1933-"	"Ph. D."	"University of Washington"		"890627s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"102, [1] leaf"			"19933049"
"Enzymatic and chemical reactions involving ""active formaldehyde."""			"Scrimgeour, Kenneth Gray,1934-"	"Ph. D."	"University of Washington"		"890706s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"110 leaves"			"19967844"
"The influence of environment on the specificity of polynucleotide-dependent amion acid incorporation into polypeptide."			"So, Antero Go,1932-"	"Ph. D."	"University of Washington"		"890531s1965\\\\xx\a\\\\\bm\\\000\0\eng\d"	"69 leaves"			"19787823"
"Part I: Studies on protein structure."	"Part II: Studies on the solid state structure of cystine and derivatives."		"Steinrauf, Larry King,1931-"	"Ph. D."	"University of Washington"		"890627s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"128, [1] leaf"			"19932997"
"The role of the coat protein in the inactivation of tobacco mosaic virus by ultraviolet light."			"Streeter, David Gray,1940-"	"Ph. D."	"University of Washington"		"890516s1966\\\\xx\a\\\\\bm\\\000\0\eng\d"	"86 leaves"			"19712566"
"Kinetic isotope studies on the inactivation of transforming deoxyribonucleic acid, tobacco mosaic virus, and its nucleic acid by ultra-violet light."			"Tao, Mariano,1938-"	"Ph. D."	"University of Washington"		"890515s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"112 leaves"			"19704973"
"Glycolytic enzymes in the erythrocyte."			"Thelin, Gordon Murray."	"M.S."	"University of Washington"		"890719s1955\\\\xx\a\\\\\bm\\\000\0\eng\d"	"32 leaves"			"20032881"
"Chemical and metabolic studies of the lipids of rabbit kidney cortex."			"Tinker, David Owen,1940-"	"Ph. D."	"University of Washington"		"890719s1965\\\\xx\a\\\\\bm\\\000\0\eng\d"	"241 leaves"			"20032673"
"Enzymatic transformation of lysolecithins."			"Uziel, Mayo,1930-"	"Ph. D."	"University of Washington"		"890720s1955\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 72 leaves"			"20038984"
"Isolation and properties of yeast aldolase."			"Vanderheiden, Bernardo Sanchez,1926-"	"Ph. D."	"University of Washington"		"890720s1956\\\\xx\a\\\\\bm\\\000\0\eng\d"	"84, [6] leaves"			"20038978"
"The reaction of diazotized p-arsanilic acid with chymotrypsinogen A."			"Waxdal, Myron John,1937-"	"Ph. D."	"University of Washington"		"890610s1965\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95 leaves"			"19844673"
"Phosphodiester cleavage in the nucleic acid of ultraviolet-inactivated tobacco mosaic virus."			"Weber, Celia Nona."	"M.S."	"University of Washington"		"890610s1966\\\\xx\a\\\\\bm\\\000\0\eng\d"	"50 leaves"			"19844792"
"Amino acid sequence of the site phosphorylated in the activation of rabbit liver phosphorylase."			"Wolf, Don Paul,1939-"	"Ph. D."	"University of Washington"		"890515s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"90 leaves"			"19705009"
"Studies on tyrosinase ..."			"Yasunobu, Kerry Tsuyoshi,1925-"	"Ph. D."	"University of Washington"		"890720s1954\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 83 leaves"			"20038992"
"Studies on phosphorylase b kinase."			"Zamorano, Carmen Gonzalez."	"M.S."	"University of Washington"		"890706s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"80 leaves"			"19967871"
"The cation specificity for the maintenance of the structure and function of the 30S ribosomal subunit of Escherichia coli."			"Weiss, Richard Louis,1944-"	"Ph. D."	"University of Washington"		"890818s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"20213184"
