245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Equational completeness of abstract algebras."			"Borm, Alfred Ervin."	"M.A."	"University of Washington"		"890623s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"50 leaves"			"19915733"
"An investigation of cardinality properties of certain Boolean algebras."			"Bullard, Richard Forrest."	"M.S."	"University of Washington"		"890615s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"43 leaves"			"19873526"
"Rings of n-tuples and n-ideals ..."			"Byrne, J. Richard(John Richard),1926-"	"Ph. D."	"University of Washington"		"890712s1953\\\\xx\\\\\\\bm\\\000\0\eng\d"	"59 leaves"			"19996505"
"The proper values and vectors of the Hermitian matrix."			"Campbell, George Sheffield."	"M.A."	"University of Washington"		"890712s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"40 leaves"			"19996377"
"Some generalizations of metric spaces."			"Ceder, Jack Gary,1933-"	"Ph. D."	"University of Washington"		"890615s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"38 leaves"			"19873501"
"Invariant means and measures on semigroups ..."			"Chaney, Thelma Mae,1926-"	"Ph. D."	"University of Washington"		"890615s1955\\\\xx\\\\\\\bm\\\000\0\eng\d"	"110 leaves"			"19873372"
"On the osculating sphere."			"Chang, Chu Chiu."	"M.A."	"University of Washington"		"890615s1956\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39 leaves"			"19873444"
"Analysis of the principal component."			"Choi, Sung Chil."	"M.A."	"University of Washington"		"890623s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"32, [1] leaf"			"19915646"
"Free products of a-distributive Boolean algebras."			"Christensen, Dorothy Jean,1930-"	"Ph. D."	"University of Washington"		"890623s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"56, [2] leaves"			"19915511"
"Šilov boundaries induced by certain Banach algebras."			"Comfort, W. W.(William Wistar),1933-"	"Ph. D."	"University of Washington"		"890712s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"69, [1] leaf"			"19996445"
"Escape and enveloping curves for convex sets in the plane."			"Cooper, Wilson."	"M.S."	"University of Washington"		"890712s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"29, [2] leaves"			"19996277"
"Transversality conditions in the calculus of variations ..."			"Dalsin, Gordon Francis."	"M.A."	"University of Washington"		"890726s1953\\\\xx\\\\\\\bm\\\000\0\eng\d"	"42 leaves"			"20071354"
"Classical integral transforms and some of their applications."			"DuBeau, Donald Gene."	"M.A."	"University of Washington"		"890601s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19793346"
"Gibbs' Phenomenon."			"Eberly, William Sherwin."	"M.S."	"University of Washington"		"890726s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"31, [1] leaf"			"20071323"
"Differentiation on manifolds."			"Foster, Billy Lee,1930-"	"Ph. D."	"University of Washington"		"890615s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"31, [1] leaf"			"19872898"
"Studies on amenable semigroups,"		"by Alexander H. Frey, Jr."	"Frey, Alexander H."	"Ph. D."	"University of Washington"		"890615s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"91 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:6004283"	"19873043"
"Minimum variance unbiased estimation for a truncated Poisson distribution ..."			"Goen, Richard Lee."	"M.S. in M.S."	"University of Washington"		"890615s1955\\\\xx\a\\\\\bm\\\000\0\eng\d"	"32 leaves"			"19873413"
