245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Tsunamis and sea levels of the past millennium in Puget Sound, Washington /"		"Carolyn E. Garrison-Laney."	"Garrison-Laney, Carolyn E.,author."	"Ph. D."	"University of Washington"	"2017"	"171116t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (ix, 151 pages) :"	"Atwater, Brian F.,degree supervisor."	"http://hdl.handle.net/1773/40393"	"1011689374"
"Imaging slow earthquakes in Cascadia using seismic arrays /"		"Abhijit Ghosh."	"Ghosh, Abhijit,1979-"	"Ph. D."	"University of Washington"	"2011"	"120126s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 98 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3485392"	"773953990"
"U/Pb ages of Eocene and younger rocks of the eastern flank of the central Cascade Range, Washington, USA. /"		"Lars A. Gilmour."	"Gilmour, Lars A."	"M.S."	"University of Washington"	"2012"	"140402s2012\\\\xx\ab\\\obm\\\000\0\eng\d"	"1 online resource (48 pages) :"	"Cowan, Darrel S.,1945-thesis advisor."	"http://hdl.handle.net/1773/22664"	"875480832"
"Testing thermal viscous remanent magnetization (TVRM) as a tool to date geomorphic events /"		"Danika Globokar."	"Globokar, Danika,author."	"M.S."	"University of Washington"	"2014"	"141107t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (vii, 69 pages) :"	"Crider, Juliet G.,degree supervisor."	"http://hdl.handle.net/1773/26275"	"894720022"
"Seismic study of tremor, deep long-period earthquakes, and basin amplification of ground motion /"		"Jiangang Han."	"Han, Jiangang,1987-author."	"Ph. D."	"University of Washington"	"2017"	"180605t20172017wauab\\\obm\\s000\0\eng\d"	"1 online resource (73 pages) :"	"Vidale, John,1959-degree supervisor."	"http://hdl.handle.net/1773/41673"	"1038789519"
"Squeezing blood from a stone :"	"inferences into the life and depositional environments of the Early Archaean /"	"Jelte Harnmeijer."	"Harnmeijer, Jelte."	"Ph. D."	"University of Washington"	"2009"	"100924s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 496 leaves :"			"665177342"
"Investigating the effects of Bacillus subtilis endospore surface reactivity on low-temperature aqueous geochemical systems /"		"Zöe R. Harrold."	"Harrold, Zöe R.,author."	"Ph. D."	"University of Washington"	"2014"	"141114t20142014waua\\\\obm\\s000\0\eng\d"	"1 online resource (v, 143 pages) :"	"Gorman-Lewis, Drew,degree supervisor."	"http://hdl.handle.net/1773/26013"	"895296494"
"Thermodynamics of acidophiles :"	"energetics of microbial growth, response to substrate availability, and interactions with heavy metals /"	"Chloe E. Hart."	"Hart, Chloe E.,author."	"Ph. D."	"University of Washington"	"2018"	"181024t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (ix, 127 pages) :"	"Gorman-Lewis, Drew,degree supervisor."	"http://hdl.handle.net/1773/42001"	"1057826240"
"Stability and uncertainty of ice-sheet crystal fabrics /"		"Michael John Hay."	"Hay, Michael John,author."	"Ph. D."	"University of Washington"	"2017"	"170906t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (ix, 108 pages) :"	"Waddington, Edwin D.,degree supervisor."	"http://hdl.handle.net/1773/39750"	"1003050641"
"Longitudinal glacial profiles and erosion in tectonically active mountains /"		"Rachel M. Headley."	"Headley, Rachel M."	"Ph. D."	"University of Washington"	"2011"	"120207s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 139 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3485399"	"775520615"
