245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Solvent and substituent effects on the principal ultraviolet transition of several benzene and pyridine derivatives."			"Robins, Janis,1925-"	"Ph. D."	"University of Washington"		"890628s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"306, [2] leaves"			"19935660"
"A study of some hydroxylation reactions."			"Saegebarth, Klaus Arthur,1929-"	"Ph. D."	"University of Washington"		"890705s1957\\\\xx\a\\\\\m\\\\000\0\eng\d"	"148 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:0022185"	"19961749"
"Unimolecular isomerization of trans-cyclopropane-D₂."			"Schlag, Edward William,1932-"	"Ph. D."	"University of Washington"		"890626s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"188 leaves"			"19924188"
"Hexahydrodiborate anion as an intermediate in formation of octahydrotriborate anion."			"Schneider, F. W.(Friedemann W.)"	"M.S."	"University of Washington"		"890705s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"16, [2] leaves"			"19961901"
"A study of the syntheses of thiotropone and dimethoxycycloheptatriene."			"Shdo, José Gabriel."	"M.S."	"University of Washington"		"890601s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"34 leaves"			"19795404"
"Vaporization characteristics of some iron and chromium halides."			"Sime, Rodney J."	"Ph. D."	"University of Washington"		"901206s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"94, [1] leaf"			"22785812"
"Some crystal structure studies."	"Part I: the crystal and molecular structure of pyracene. Part II: the crystal structure of bis-(N-methylsalicylaldiminato) copper (II)."		"Simmons, Gerald Lee,1923-"	"Ph. D."	"University of Washington"		"901205s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"39, [1] leaf"			"22781671"
"Thermal decomposition of fluorine nitrate."			"Skiens, William Eugene,1928-"	"Ph. D."	"University of Washington"		"901203s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"69, [1] leaf"			"22771640"
"The rate of oxidation and changes in the surface activity of platinum electrodes."			"Smith, James Graham, Jr."	"Ph. D."	"University of Washington"	"1960"	"830827s1960\\\\wau\\\\\\m\\\\000\0\eng\d"	"63 pages"			"9855657"
"Vibrational and high resolution electronic spectral studies of s-tetrazine,"		"by Glenn Howard Spencer, Jr."	"Spencer, Glenn Howard,1932-"	"Ph. D."	"University of Washington"		"890626s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"189, [1] leaf"			"19924232"
"Azulene studies: an improved synthesis"	"derivatives of 1-phenylazoazulene; spectra and dipole moments of certain azulenes."		"Steckler, Bernard Michael,1932-"	"Ph. D."	"University of Washington"		"890725s1957\\\\xx\a\\\\\m\\\\000\0\eng\d"	"161 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5801095"	"20066059"
"The vaporization characteristics of iodine and p-dibromobenzene."			"Stern, John Hanus,1928-"	"Ph. D."	"University of Washington"		"890626s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"88, [1] leaf"			"19924216"
"The structure of some coordination compounds of nickel and palladium."			"Stewart, James McDonald,1931-"	"Ph. D."	"University of Washington"		"890626s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"82, [1] leaf"			"19924244"
"An investigation of the structure of transbis(N-phenylsalicylaldiminato)copper(II)."			"Stogsdill, Rose Marie."	"M.S."	"University of Washington"		"890626s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"27, [1] leaf"			"19924297"
"A spectrophotometric study of the chelates of 1-nitroso-2-naphthol in dimethyleformamide."			"Takahashi, Irene Tokiko,1930-"	"Ph. D."	"University of Washington"		"890705s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"50, [1] leaf"			"19961978"
"A study of the use of violuric acid and 1,3-dimethylvioluric acid in spectrophotometric titrations."			"Taylor, Murray East,1915-"	"Ph. D."	"University of Washington"		"890718s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"94 leaves"			"20024795"
"I. The effect of steric inhibition on the principal electronic transition of some benzene derivatives."	"II. An analysis of Taft's polar substituent constant."		"Tonkyn, Richard George,1927-"	"Ph. D."	"University of Washington"		"890718s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"69 leaves"			"20024839"
"Structural studies of the chromium (II) halides."			"Tracy, Joseph Walter,1924-"	"Ph. D."	"University of Washington"		"890705s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"48 leaves"			"19962159"
"Cis-trans isomerization of vibrationally excited cyclopropane-d₂."			"Tschuikow-Roux, Eugene."	"M.S."	"University of Washington"		"890705s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"59 leaves"			"19961851"
"The reactions of trifluoromethyl hypofluorite with sulfur trioxide and sulfur dioxide."			"Van Meter, Wayne Paul,1926-"	"Ph. D."	"University of Washington"		"890718s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"37, [1] leaf"			"20024419"
"Deuterium isotope effects in the acidcatalyzed decarbonylation of formic acid in sulfuric acid."			"Vander Burgh, Leonard Fay,1931-"	"Ph. D."	"University of Washington"		"890718s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"74, [1] leaf"			"20024309"
"Studies on acid products from 1, 4-Dihydrol-benzyl-3-acetylpyridine."			"Vasishth, Padmini."	"M.S."	"University of Washington"		"890718s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"64 leaves"			"20025292"
"The solid solution argon - krypton."			"Walling, Joseph Frederick,1934-"	"Ph. D."	"University of Washington"		"890718s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"61, [1] leaf"			"20024316"
"Isolation studies on garcinia kola, garcinia spicata and cratoxylon celebicum, and structural determination studies on cratozylon celebicum A,"		"by Maurice John Welsh, Jr."	"Welsh, Maurice John."	"M.S."	"University of Washington"		"890718s1960\\\\xx\af\\\\bm\\\000\0\eng\d"	"29 leaves"			"20025248"
"The infrared spectra and vibrational assignments of ethane-1,1-d₂ and ethane-1,1,1-d₃."			"Wilson, Hubert William,1933-"	"Ph. D."	"University of Washington"		"890705s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"156 leaves"			"19962208"
"Solid-vapor equilibria in the iron-chlorine and iron-chlorine-bromine systems."			"Wilson, Laurence Edward,1930-"	"Ph. D."	"University of Washington"		"890705s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95, [1] leaf"			"19961810"
"The infrared spectrum of trifluromethyl sulfurpentafluoride."			"Wright, Harvey Eugene."	"M.S."	"University of Washington"		"890718s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"18, [1] leaf"			"20025221"
"Part I. The kinetics of the decarboxylation of thiazole-2-carboxylic acid in aqueous acid solutions."	"Part II. Thiazole-2-carboxaldehyde."		"Yarian, Dean Robert,1933-"	"Ph. D."	"University of Washington"		"890718s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"127 leaves"			"20024436"
"The reduction of metallic ions at stationary microelectrodes."			"Yonan, Yousif Abdulahad,1930-"	"M.S."	"University of Washington"		"890718s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"27 leaves"			"20025149"
"The preparation of vinyl trimethyl borate anion."			"Yu, Chien Tsiang."	"M.S."	"University of Washington"		"890705s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"11 leaves"			"19962136"
"The molecular and crystal structure of harunganin."			"Alden, Richard Allen,1935-"	"Ph. D."	"University of Washington"		"890714s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"155 leaves"			"20007922"
"Part I.A study of some reactions of model compounds of DPNH in acidic media."	"Part II. Studies on the 1H̲-1-pyrindine system."		"Ammon, Herman Louis,1936-"	"Ph. D."	"University of Washington"		"890628s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"160 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:6305700"	"19935930"
"Part I: The reaction of azulenes with trifluoroacetic anhydride. Par II: Displacement reaction of 1-azulylmethyltrimethylammonium iodine. Part III: The reaction of azulene with cyanogen bromide."			"Anderson, Robert Griffin,1932-"	"Ph. D."	"University of Washington"		"890531s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"114 leaves"			"19786898"
"The effect of solvent on the decomposition of [alpha]-phenethyl chlorocarbonates,"		"by Elmer Allen Augustin."	"Augustin, Elmer Allen,1928-"	"Ph. D."	"University of Washington"	"1961"	"960213s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"88 leaves"			"34184466"
"Dilute solution properties of a natural polysaccharide."			"Barry, Jacqueline Ann,1930-"	"Ph. D."	"University of Washington"		"890714s1963\\\\xx\a\\\\\bm\\\000\0\eng\d"	"49 leaves"			"20007807"
"Reactions and properties of cyclopropene."			"Bartley, William J.,1935-"	"Ph. D."	"University of Washington"		"890714s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"187 leaves"			"20007883"
"Spectrophotometric studies of some metal chelates of dimethylglyoxime in a chloroform-ispropyl alcohol solvent mixture."			"Behm, Roy Kenyon,1930-"	"Ph. D."	"University of Washington"		"890531s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"63 leaves"			"19786917"
"The high-resolution infrared spectrum of O¹⁸-enriched CO₂."			"Berney, Charles Victor,1931-"	"Ph. D."	"University of Washington"		"890626s1962\\\\xx\a\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19924426"
